Date,MMWR_week,Location,Administered_Daily,Administered_Cumulative,Administered_7_Day_Rolling_Average,Admin_Dose_1_Daily,Admin_Dose_1_Cumulative,Admin_Dose_1_Day_Rolling_Average,date_type,Administered_daily_change_report,Administered_daily_change_report_7dayroll,Series_Complete_Daily,Series_Complete_Cumulative,Series_Complete_Day_Rolling_Average
03/28/2021,13,ME,2263,708548,12719,1411,460649,7689,Admin,2263,12720,999,265545,5485
03/28/2021,13,PA,124620,5795550,165083,74137,3897293,112305,Report,124620,165083,53175,2007637,58344
03/28/2021,13,UT,558,1276128,19825,286,788199,12676,Report,558,19825,368,349967,6241
03/28/2021,13,AS,8,31238,257,8,17998,90,Admin,8,258,0,13151,167
03/28/2021,13,IN,45260,2700392,41932,26645,1645815,25865,Report,45260,41932,22072,1082231,17921
03/28/2021,13,CA,390100,17335016,375263,251050,11590164,248785,Report,390100,375263,152347,5983249,143246
03/28/2021,13,WA,32707,3773395,69863,11992,2364963,37683,Admin,32707,69864,21571,1435775,33486
03/28/2021,13,CA,180473,19954577,360847,102096,13192530,224103,Admin,180473,360848,80972,7023983,146034
03/28/2021,13,MS,1451,1094028,13933,465,704891,7454,Report,1451,13933,1289,414910,6976
03/28/2021,13,UT,558,1276128,19825,286,788199,12676,Report,558,19825,368,349967,6241
03/28/2021,13,DE,10632,438768,8061,6776,291315,5431,Report,10632,8061,3704,149897,2628
03/28/2021,13,WI,72208,2808953,55149,41863,1799850,36338,Report,72208,55149,31746,1039433,20884
03/28/2021,13,TN,67563,2545370,49545,35480,1670843,31259,Report,67563,49545,34365,897034,20660
03/28/2021,13,OR,25912,1927022,33398,14476,1224550,20393,Admin,25912,33398,11452,734462,13691
03/28/2021,13,KY,7606,2174490,39238,4125,1413109,20791,Admin,7606,39238,3458,792728,18967
03/28/2021,13,TN,13022,2890694,53954,6443,1861870,32332,Admin,13022,53954,6818,1032877,22383
03/28/2021,13,LA,44135,1882190,31107,21151,1197917,17808,Report,44135,31107,23532,719571,14157
03/28/2021,13,AR,29444,1143893,20629,16432,759795,13200,Report,29444,20629,14741,403398,8339
03/28/2021,13,WY,317,273208,4112,199,164226,2384,Admin,317,4112,101,109706,1905
03/28/2021,13,RI,6411,580887,10693,3450,361050,4581,Admin,6411,10693,2997,232895,6436
03/28/2021,13,VI,451,38221,864,316,25058,479,Report,451,864,137,12906,374
03/28/2021,13,LTC,1065,7725226,5680,229,4558882,2050,Admin,1065,5681,827,3111508,3737
03/28/2021,13,FM,130,23908,242,116,14494,150,Report,130,242,14,9327,92
03/28/2021,13,OK,5743,2039146,32957,3806,1295717,17890,Admin,5743,32958,1972,767603,16701
03/28/2021,13,VI,88,45585,727,22,28472,311,Admin,88,727,71,17108,422
03/28/2021,13,CT,25827,1990012,35436,14988,1280352,21465,Admin,25827,35436,12400,738046,15011
03/28/2021,13,OK,41992,1869610,30996,19983,1208365,17805,Report,41992,30996,23193,675816,14331
03/28/2021,13,CA,390100,17335016,375263,251050,11590164,248785,Report,390100,375263,152347,5983249,143246
03/28/2021,13,NC,93336,4549839,78139,45548,2984484,49235,Report,93336,78139,48934,1653037,30986
03/28/2021,13,VT,6761,310003,5117,3506,203732,3239,Report,6761,5117,3328,108611,2197
03/28/2021,13,MT,2967,552330,8383,1987,339248,4607,Admin,2967,8383,1006,214201,4023
03/28/2021,13,NC,28323,4950838,86820,15113,3194880,50996,Admin,28323,86820,13490,1859877,37016
03/28/2021,13,NM,33606,1224826,19953,20394,763131,12348,Report,33606,19953,14834,477055,8261
03/28/2021,13,KY,42940,2019234,36641,19826,1328471,21265,Report,42940,36641,23875,731464,16254
03/28/2021,13,IN,9706,2925144,44955,4621,1756853,26388,Admin,9706,44955,4879,1156604,20423
03/28/2021,13,MA,39593,3631687,68004,21970,2373667,41613,Admin,39593,68005,17978,1321817,27939
03/28/2021,13,US,1203368,159704314,2887814,679321,102631410,1755448,Admin,1203368,2887815,538001,58198188,1194780
03/28/2021,13,DC,10171,344954,6037,6536,222820,3908,Report,10171,6037,3592,88137,2078
03/28/2021,13,WA,88691,3419568,63858,46095,2183409,39190,Report,88691,63858,44449,1279534,26627
03/28/2021,13,GU,1515,83164,1582,1401,50776,1403,Report,1515,1582,123,31736,181
03/28/2021,13,OR,35361,1772914,30276,20082,1136845,19123,Report,35361,30276,16600,665111,12303
03/28/2021,13,FL,77686,9974979,173165,45498,6290152,114666,Admin,77686,173165,33516,3564162,63949
03/28/2021,13,SD,1097,499259,8658,700,307856,4932,Admin,1097,8658,396,199178,4194
03/28/2021,13,VA,109989,3778349,67028,76633,2469842,45331,Report,109989,67028,35139,1359316,22488
03/28/2021,13,NY,150425,10175166,202067,64837,6397292,103733,Admin,150425,202067,83206,3670856,99156
03/28/2021,13,MD,53667,2648201,51461,33443,1765668,35416,Report,53667,51461,22965,966962,17902
03/28/2021,13,NH,12427,598445,9785,4417,393588,4197,Report,12427,9785,8694,228288,6189
03/28/2021,13,HI,1213,662115,7371,538,418049,4949,Report,1213,7371,701,251645,2881
03/28/2021,13,FL,242367,9271008,154874,161724,5937184,106010,Report,242367,154874,87761,3248263,56064
03/28/2021,13,MT,11808,499029,8000,5629,314244,4828,Report,11808,8000,6646,192701,3494
03/28/2021,13,RI,10852,526086,10214,4877,331498,3687,Report,10852,10214,6238,205007,6819
03/28/2021,13,GA,23365,4023529,76194,16591,2635832,60483,Admin,23365,76195,7283,1349984,16521
03/28/2021,13,MI,21428,4554484,82352,15065,2856702,48277,Admin,21428,82353,5813,1718511,37013
03/28/2021,13,CO,23834,2788853,49830,18692,1769714,36151,Admin,23834,49830,5227,1036845,14621
03/28/2021,13,OH,128590,5074719,101458,69461,3294287,66168,Report,128590,101458,60882,1885553,37914
03/28/2021,13,PR,28326,1044040,22520,16566,672704,15693,Report,28326,22520,12288,386795,8472
03/28/2021,13,WV,10297,856921,13329,8147,528706,7408,Report,10297,13329,2769,330678,6404
03/28/2021,13,US,3281956,143462691,2711611,1923434,93631163,1745056,Report,3281956,2711611,1451795,51593564,1064619
03/28/2021,13,HI,4551,818393,13536,3722,528411,9307,Admin,4551,13537,905,296913,4812
03/28/2021,13,DC,3659,408418,6976,2803,254085,4209,Admin,3659,6977,1351,156909,3040
03/28/2021,13,PA,49798,6771522,122683,30679,4515058,77422,Admin,49798,122683,23322,2387328,47893
03/28/2021,13,UT,2154,1357587,23990,1261,895740,14980,Admin,2154,23991,917,494721,9557
03/28/2021,13,GU,332,91583,1517,328,55871,1387,Admin,332,1517,1,34468,114
03/28/2021,13,GA,90754,3711950,72009,74871,2424928,57437,Report,90754,72009,17488,1267677,16034
03/28/2021,13,AZ,69133,3308671,59378,43154,2121057,38862,Report,69133,59378,28645,1182684,21901
03/28/2021,13,MN,74206,2632176,46535,34841,1689634,27277,Report,74206,46535,40919,1001877,20645
03/28/2021,13,MH,0,23889,310,0,14451,116,Admin,0,311,0,9360,194
03/28/2021,13,NY,218865,8654504,183266,108354,5784194,112409,Report,218865,183266,114510,2960695,77865
03/28/2021,13,ND,7062,397822,5798,2032,245435,2594,Report,7062,5798,4977,149705,3098
03/28/2021,13,WY,434,244038,3243,294,149675,1923,Report,434,3243,294,96398,1555
03/28/2021,13,AR,3497,1285445,20809,2121,849796,12637,Admin,3497,20809,1454,452161,9349
03/27/2021,12,GA,44713,4000164,75350,37915,2619241,60238,Admin,44713,75350,8398,1342701,15917
03/27/2021,12,WV,11042,891231,13810,8119,554002,7532,Admin,11042,13810,3497,344880,6841
03/27/2021,12,IL,129939,5542211,102279,94549,3654296,74779,Report,129939,102279,39550,1945476,31724
03/27/2021,12,TN,61251,2477807,47993,39265,1635363,31770,Report,61251,47993,25096,862669,18578
03/27/2021,12,DC,7274,404759,6996,4156,251282,4238,Admin,7274,6997,3690,155558,3120
03/27/2021,12,NV,30392,1274357,22591,18734,821032,14836,Report,30392,22591,12717,458957,8648
03/27/2021,12,GA,90216,3621196,72552,70266,2350057,58131,Report,90216,72552,21094,1250189,15951
03/27/2021,12,KS,17841,1425785,27898,10897,923508,16900,Admin,17841,27898,7153,514116,12009
03/27/2021,12,NE,17915,970720,17079,9053,607236,10113,Admin,17915,17079,8968,372713,7386
03/27/2021,12,MS,42463,1092577,17208,23665,704426,9479,Report,42463,17208,20516,413621,8281
03/27/2021,12,NY,241361,8435639,178555,146162,5675840,116208,Report,241361,178555,101378,2846185,69674
03/27/2021,12,MI,107526,4114426,75024,54269,2620269,46441,Report,107526,75024,59345,1561981,33853
03/27/2021,12,LA,45053,1838055,29803,23906,1176766,17896,Report,45053,29803,22223,696039,12880
03/27/2021,12,LTC,8429,7707857,8521,3294,4823364,2819,Report,8429,8521,0,0,0
03/27/2021,12,AL,34454,1645858,26439,25211,1068257,19093,Report,34454,26439,11691,623385,8875
03/27/2021,12,WV,27336,846624,12887,15215,520559,7083,Report,27336,12887,12915,327909,6257
03/27/2021,12,MA,67645,3592094,66824,42081,2351697,40984,Admin,67645,66824,27123,1303839,27414
03/27/2021,12,DE,10693,478473,9108,8965,317432,6210,Admin,10693,9108,6835,169949,3601
03/27/2021,12,KY,51692,1976294,37605,26717,1308645,23388,Report,51692,37605,26108,707589,15166
03/27/2021,12,IN,30207,2915438,45051,17344,1752232,26700,Admin,30207,45051,16113,1151725,20368
03/27/2021,12,ME,10453,706285,12689,6189,459238,7730,Admin,10453,12690,4392,264546,5429
03/27/2021,12,SD,4442,498162,8610,2348,307156,4929,Admin,4442,8610,2272,198782,4149
03/27/2021,12,VI,1102,37770,814,529,24742,438,Report,1102,814,544,12769,364
03/27/2021,12,KS,46804,1217475,25937,28571,797344,15873,Report,46804,25937,20915,452500,11220
03/27/2021,12,PA,154291,5670930,147640,101595,3823156,102010,Report,154291,147640,55399,1954462,51090
03/27/2021,12,MA,74443,3345239,62289,45959,2208761,38223,Report,74443,62289,30016,1196939,25048
03/27/2021,12,OK,24097,2033403,33081,12537,1291911,17965,Admin,24097,33081,11967,765631,16752
03/27/2021,12,MI,72118,4533056,81387,42279,2841637,47390,Admin,72118,81387,30739,1712698,37285
03/27/2021,12,SD,14589,471664,8172,7668,293344,4659,Report,14589,8172,7633,185598,3931
03/27/2021,12,AL,11765,1759209,28256,8416,1130257,20554,Admin,11765,28257,3565,661647,9068
03/27/2021,12,UT,13812,1355433,24019,7984,894479,15074,Admin,13812,24019,6674,493804,9486
03/27/2021,12,CA,332345,19774104,357126,189557,13090434,224564,Admin,332345,357127,152572,6943011,142453
03/27/2021,12,WY,268,243604,3230,179,149381,1916,Report,268,3230,233,96104,1545
03/27/2021,12,PA,106901,6721724,122677,61105,4484379,78684,Admin,106901,122678,48011,2364006,46876
03/27/2021,12,MO,54101,2371541,40532,28832,1528755,24017,Report,54101,40532,26291,836598,17282
03/27/2021,12,GU,1529,91251,1478,1497,55543,1344,Admin,1529,1479,36,34467,119
03/27/2021,12,RI,15630,574476,10663,8254,357600,4546,Admin,15630,10664,8064,229898,6498
03/27/2021,12,WY,3130,272891,4165,2218,164027,2410,Admin,3130,4166,1240,109605,1928
03/27/2021,12,VA,53191,3668360,60673,37927,2393209,40717,Report,53191,60673,16117,1324177,20832
03/27/2021,12,OR,42817,1737553,30513,25010,1116763,19898,Report,42817,30513,19041,648511,11804
03/27/2021,12,US,3496047,140180735,2677034,2148504,91707729,1762929,Report,3496047,2677034,1446597,50141769,1014993
03/27/2021,12,NE,763,858106,14615,408,551929,10274,Report,763,14615,553,319276,4644
03/27/2021,12,ID,15989,710876,12648,10615,436495,8141,Report,15989,12648,6313,274190,5010
03/27/2021,12,KY,30789,2166884,39558,14546,1408984,21267,Admin,30789,39558,16578,789270,18866
03/27/2021,12,AZ,58565,3777767,61854,34659,2315275,39599,Admin,58565,61855,22319,1326198,21213
03/27/2021,12,NY,209247,10024741,196268,91202,6332455,104435,Admin,209247,196268,117394,3587650,92784
03/27/2021,12,ME,16834,656607,14113,8715,429936,8843,Report,16834,14113,8899,247671,6050
03/27/2021,12,DE,10570,428136,7996,6215,284539,5607,Report,10570,7996,4180,146193,2396
03/27/2021,12,OH,89196,5441288,105679,56973,3495632,67531,Admin,89196,105680,34250,2046415,40219
03/27/2021,12,ND,11196,390760,5722,4692,243403,2810,Report,11196,5722,5845,144728,2808
03/27/2021,12,PR,26671,1643813,32543,14013,1070411,21477,Admin,26671,32543,14121,589458,11998
03/27/2021,12,SC,47816,2017582,38867,31317,1323446,28155,Report,47816,38867,18678,718292,12571
03/27/2021,12,AS,24,28527,604,17,17477,312,Report,24,604,3,11046,288
03/27/2021,12,HI,1296,660902,8751,801,417511,6067,Report,1296,8751,587,250944,3253
03/27/2021,12,IN,56471,2655132,42027,34884,1619170,26096,Report,56471,42027,23535,1060159,17461
03/27/2021,12,UT,61439,1275570,29228,39704,787913,19240,Report,61439,29228,19057,349599,8911
03/27/2021,12,LTC,1598,7724161,6016,324,4558653,2141,Admin,1598,6017,1283,3110681,3979
03/27/2021,12,WI,36388,3030154,57434,19230,1885553,35218,Admin,36388,57434,17858,1115939,23172
03/27/2021,12,AZ,70477,3239538,59086,47284,2077903,38860,Report,70477,59086,24893,1154039,21375
03/27/2021,12,CT,39809,1813854,32481,22681,1177480,20353,Report,39809,32481,18401,664680,12833
03/27/2021,12,MD,49320,2836167,55331,31923,1864106,36854,Admin,49320,55331,20177,1018827,19645
03/27/2021,12,NH,11406,586018,10228,3922,389171,4812,Report,11406,10228,7960,219594,5941
03/27/2021,12,NJ,95109,4053945,77007,52115,2685953,47314,Report,95109,77007,46373,1491691,33384
03/27/2021,12,AL,34454,1645858,26439,25211,1068257,19093,Report,34454,26439,11691,623385,8875
03/27/2021,12,AK,5875,395650,4707,3184,242773,3098,Report,5875,4707,2992,156698,1907
03/27/2021,12,TN,32430,2877672,54291,16222,1855427,32655,Admin,32430,54291,16648,1026059,22394
03/27/2021,12,CA,417476,16944916,381256,262986,11339114,251601,Report,417476,381256,165723,5830902,148368
03/27/2021,12,AS,7,31230,257,6,17990,89,Admin,7,257,2,13151,168
03/27/2021,12,HI,12674,813842,13322,8492,524689,9196,Admin,12674,13322,4423,296008,4727
03/27/2021,12,TX,279742,10700661,181735,153420,7211321,113913,Report,279742,181735,131722,3577806,70530
03/27/2021,12,UT,61439,1275570,29228,39704,787913,19240,Report,61439,29228,19057,349599,8911
03/27/2021,12,LA,29609,2081233,33656,13177,1295284,17544,Admin,29609,33656,16998,830401,17058
03/27/2021,12,MD,61941,2594534,57140,40069,1732225,40341,Report,61941,57140,24039,943997,18542
03/27/2021,12,FL,217210,9028641,150122,133117,5775460,103810,Report,217210,150122,88902,3160502,53269
03/27/2021,12,FM,194,25329,355,146,15474,236,Admin,194,355,21,9689,114
03/27/2021,12,MP,537,26987,398,297,15696,232,Report,537,398,240,11312,168
03/27/2021,12,NH,22737,633618,15431,14700,416713,9362,Admin,22737,15431,8399,227430,6157
03/27/2021,12,FM,318,23778,236,195,14378,142,Report,318,236,123,9313,93
03/27/2021,12,CT,36645,1964185,34338,23568,1265364,21309,Admin,36645,34338,13999,725646,13847
03/27/2021,12,ID,8591,770683,11981,3707,464428,7262,Admin,8591,11981,4780,295892,5064
03/27/2021,12,OH,140495,4946129,100867,90072,3224826,68230,Report,140495,100867,52971,1824671,35447
03/27/2021,12,WA,79440,3330877,63057,45503,2137314,40708,Report,79440,63057,36018,1235085,24472
03/27/2021,12,MH,0,19871,262,0,12359,71,Report,0,262,1,7445,189
03/27/2021,12,NM,29156,1191220,18721,18295,742737,11397,Report,29156,18721,11305,462221,7875
03/27/2021,12,NM,15277,1365331,19774,7330,837997,11494,Admin,15277,19774,9378,535454,9035
03/27/2021,12,IA,42680,1445223,25635,25369,914214,15187,Report,42680,25635,17969,562423,10934
03/27/2021,12,US,2465669,158500946,2860817,1384681,101952089,1756482,Admin,2465669,2860818,1145350,57660187,1170007
03/27/2021,12,AK,2795,456600,4879,2004,273427,2790,Admin,2795,4879,861,184317,2399
03/27/2021,12,ND,3088,413735,6065,1209,256391,2618,Admin,3088,6065,1879,161343,3425
03/27/2021,12,NV,22701,1369776,24356,10982,875288,14686,Admin,22701,24357,12783,504041,10603
03/27/2021,12,AR,13428,1281948,20591,9788,847675,12531,Admin,13428,20591,5626,450707,9227
03/27/2021,12,CO,52902,2765019,49801,37393,1751022,35492,Admin,52902,49801,15615,1031618,15194
03/27/2021,12,IA,19736,1565495,27868,11847,973877,15946,Admin,19736,27868,8780,619114,12699
03/27/2021,12,MA,74443,3345239,62289,45959,2208761,38223,Report,74443,62289,30016,1196939,25048
03/27/2021,12,SC,25076,2223486,37866,17117,1446500,25032,Admin,25076,37867,8623,793280,14503
03/27/2021,12,RP,0,13334,219,0,8273,15,Report,0,219,1,5203,217
03/27/2021,12,MN,78969,2557970,44832,48203,1654793,27920,Report,78969,44832,33912,960958,18339
03/27/2021,12,OR,33717,1901110,33379,19966,1210074,20432,Admin,33717,33379,14184,723010,13654
03/27/2021,12,NC,74421,4922515,85625,33895,3179767,51079,Admin,74421,85626,42572,1846387,35976
03/27/2021,12,TX,196485,12388788,231336,100415,8157345,132697,Admin,196485,231336,101764,4505992,104137
03/27/2021,12,MN,38050,2827746,51461,19300,1798739,28576,Admin,38050,51462,20348,1083224,24469
03/27/2021,12,WI,81973,2736745,56161,51170,1757987,38289,Report,81973,56161,33708,1007687,20636
03/27/2021,12,VI,410,45497,718,155,28450,311,Admin,410,718,253,17037,412
03/27/2021,12,VT,4532,345630,6137,2615,223751,3447,Admin,4532,6137,2117,127803,2879
03/27/2021,12,WA,80970,3740688,69116,40737,2352971,38603,Admin,80970,69116,41351,1414204,31889
03/27/2021,12,MT,2414,549363,8246,965,337261,4593,Admin,2414,8247,1459,213195,3898
03/27/2021,12,MO,38974,2734897,51990,20038,1752941,28619,Admin,38974,51990,18948,1020402,25062
03/27/2021,12,NJ,81754,4236495,80773,42020,2749209,46748,Admin,81754,80773,41033,1558688,36505
03/27/2021,12,CA,417476,16944916,381256,262986,11339114,251601,Report,417476,381256,165723,5830902,148368
03/27/2021,12,AR,28273,1114449,19925,16561,743363,13319,Report,28273,19925,12427,388657,7528
03/27/2021,12,GU,253,81649,1369,196,49375,1204,Report,253,1369,155,31613,165
03/27/2021,12,MS,9549,1226433,20832,3298,773455,10736,Admin,9549,20832,7249,456870,10780
03/27/2021,12,MP,570,27592,394,421,16125,242,Admin,570,394,148,11481,153
03/27/2021,12,OK,37269,1827618,30199,20548,1188382,18238,Report,37269,30199,18021,652623,13128
03/27/2021,12,DC,7776,334783,5448,5074,216284,3608,Report,7776,5448,2451,84545,1748
03/27/2021,12,PR,34521,1015714,21778,24086,656138,15542,Report,34521,21778,12082,374507,7855
03/27/2021,12,RP,0,13381,224,0,8320,21,Admin,0,224,0,5202,223
03/27/2021,12,MH,300,23889,311,27,14451,116,Admin,300,311,273,9360,194
03/27/2021,12,MT,12163,487221,7701,7389,308615,4943,Report,12163,7701,5169,186055,3073
03/27/2021,12,IL,90942,6215946,108443,56226,4008744,73400,Admin,90942,108443,35366,2143440,35537
03/27/2021,12,RI,8140,515234,10680,1907,326621,3895,Report,8140,10680,6194,198769,7145
03/27/2021,12,CO,57524,2500874,44676,40298,1593638,30488,Report,57524,44676,18806,946188,15455
03/27/2021,12,VA,84507,4151571,78049,47512,2699239,51982,Admin,84507,78049,37403,1477272,25654
03/27/2021,12,FL,120450,9897293,171353,72492,6244654,114817,Admin,120450,171354,56124,3530646,63082
03/27/2021,12,NC,112605,4456503,79031,69974,2938936,52820,Report,112605,79031,45444,1604103,28544
03/27/2021,12,VT,6560,303242,5303,4010,200226,3476,Report,6560,5303,2576,105283,2138
03/26/2021,12,NM,26886,1162064,18695,16700,724442,11490,Report,26886,18695,10673,450916,8616
03/26/2021,12,MA,81386,3524449,65101,47557,2309616,39910,Admin,81386,65101,35354,1276716,26866
03/26/2021,12,GA,97281,3955451,74025,78336,2581326,59079,Admin,97281,74025,20217,1334303,15987
03/26/2021,12,MO,74655,2695923,51737,42815,1732903,29036,Admin,74655,51737,36000,1001454,25062
03/26/2021,12,PA,191500,5516639,129095,137737,3721561,89995,Report,191500,129095,55867,1899063,44448
03/26/2021,12,MT,11201,475058,7445,6746,301226,4817,Report,11201,7445,4890,180886,2941
03/26/2021,12,US,3379393,136684688,2624410,2215603,89559225,1761309,Report,3379393,2624410,1275340,48695172,965791
03/26/2021,12,OK,54482,2009306,32640,25249,1279374,17417,Admin,54482,32640,33589,753664,16965
03/26/2021,12,IN,51596,2885231,45130,29997,1734888,27093,Admin,51596,45130,24854,1135612,20023
03/26/2021,12,CT,36885,1774045,31795,23581,1154799,19937,Report,36885,31795,14079,646279,12388
03/26/2021,12,NV,29308,1347075,23988,16654,864306,15282,Admin,29308,23988,13843,491258,9599
03/26/2021,12,PR,28694,981193,20178,19422,632052,14478,Report,28694,20178,10878,362425,7147
03/26/2021,12,OR,37653,1694736,30188,27716,1091753,20020,Report,37653,30188,11071,629470,11540
03/26/2021,12,TX,287302,10420919,169081,182832,7057901,112917,Report,287302,169081,104403,3446084,59203
03/26/2021,12,FL,208424,8811431,161041,145069,5642343,114165,Report,208424,161041,68869,3071600,54342
03/26/2021,12,NV,29447,1243965,22487,17827,802298,15092,Report,29447,22487,12384,446240,8505
03/26/2021,12,MD,68476,2786847,53492,40649,1832183,36038,Admin,68476,53492,29642,998650,18417
03/26/2021,12,CO,54451,2443350,51867,41022,1553340,33081,Report,54451,51867,14575,927382,20640
03/26/2021,12,TN,82443,2845242,56157,43474,1839205,34273,Admin,82443,56157,40270,1009411,24158
03/26/2021,12,MS,35867,1216884,20181,17034,770157,10684,Admin,35867,20182,19401,449621,10088
03/26/2021,12,PR,49730,1617142,32114,29720,1056398,22472,Admin,49730,32114,20975,575337,11517
03/26/2021,12,VT,6002,296682,5360,3885,196216,3628,Report,6002,5360,2717,102707,2074
03/26/2021,12,FM,513,25135,341,319,15328,224,Admin,513,341,194,9668,115
03/26/2021,12,SC,49987,2198410,37528,27923,1429383,24919,Admin,49987,37528,23633,784657,14287
03/26/2021,12,TN,62944,2416556,46101,43312,1596098,30963,Report,62944,46101,22494,837573,17264
03/26/2021,12,GU,2046,81396,1351,1839,49179,1183,Report,2046,1351,210,31458,155
03/26/2021,12,AL,32313,1611404,26387,23099,1043046,18606,Report,32313,26387,11028,611694,9205
03/26/2021,12,ND,10535,379564,5573,4314,238711,2976,Report,10535,5573,6242,138883,2577
03/26/2021,12,TX,333590,12192303,225610,179627,8056930,132080,Admin,333590,225611,161810,4404228,98691
03/26/2021,12,AZ,62463,3169061,58308,43051,2030619,38258,Report,62463,58308,20749,1129146,21070
03/26/2021,12,MA,74746,3270796,61836,47101,2162802,38170,Report,74746,61836,29510,1166923,24614
03/26/2021,12,NE,23658,952805,15820,11329,598183,9717,Admin,23658,15820,14231,363745,6548
03/26/2021,12,NH,17766,610881,14301,9036,402013,8567,Admin,17766,14301,8597,219031,5756
03/26/2021,12,KS,41941,1407944,27390,22036,912611,16441,Admin,41941,27391,20712,506963,11942
03/26/2021,12,VA,85720,3615169,64262,57611,2355282,43936,Report,85720,64262,30713,1308060,21173
03/26/2021,12,IL,144033,6125004,106973,87702,3952518,73499,Admin,144033,106973,56390,2108074,34647
03/26/2021,12,NM,26945,1350054,20053,15170,830667,11816,Admin,26945,20054,13691,526076,8833
03/26/2021,12,GU,2093,89722,1485,1865,54046,1341,Admin,2093,1485,193,34431,128
03/26/2021,12,MH,528,19871,394,156,12359,110,Report,528,394,372,7444,282
03/26/2021,12,NE,21331,857343,14638,11634,551521,10288,Report,21331,14638,10047,318723,4642
03/26/2021,12,NJ,96414,4154741,77552,51116,2707189,45998,Admin,96414,77553,48150,1517655,34167
03/26/2021,12,ME,19217,639773,11758,12565,421221,7605,Report,19217,11758,7512,238772,4835
03/26/2021,12,IN,57954,2598661,42033,34473,1584286,25764,Report,57954,42033,25353,1036624,17594
03/26/2021,12,RP,57,13334,262,56,8273,16,Report,57,262,57,5202,260
03/26/2021,12,IA,41779,1545759,27237,19244,962030,15569,Admin,41779,27237,24365,610334,12316
03/26/2021,12,MP,537,27022,397,297,15704,231,Admin,537,397,240,11333,168
03/26/2021,12,AK,5272,389775,4817,3584,239589,3270,Report,5272,4817,2726,153706,1933
03/26/2021,12,HI,16964,659606,10306,9796,416710,7193,Report,16964,10306,7557,250357,3749
03/26/2021,12,AR,29869,1086176,19037,20263,726802,13515,Report,29869,19037,9566,376230,6489
03/26/2021,12,AL,37484,1747444,28026,28016,1121841,20216,Admin,37484,28027,12204,658082,9198
03/26/2021,12,FL,190108,9776843,168565,115849,6172162,114382,Admin,190108,168566,79486,3474522,61625
03/26/2021,12,NY,258952,9815494,188493,115812,6241253,106197,Admin,258952,188494,142505,3470256,83665
03/26/2021,12,OH,126215,4805634,97306,80912,3134754,67114,Report,126215,97306,49141,1771700,33263
03/26/2021,12,GA,96120,3530980,88592,76900,2279791,68618,Report,96120,88592,20428,1229095,20657
03/26/2021,12,AK,4967,453805,4941,2031,271423,2832,Admin,4967,4941,3162,183456,2458
03/26/2021,12,MN,61395,2479001,42645,37541,1606590,26100,Report,61395,42645,26114,927046,17633
03/26/2021,12,VI,940,36668,789,434,24213,447,Report,940,789,496,12225,333
03/26/2021,12,MS,586,1050114,14491,226,680761,8148,Report,586,14491,589,393105,6767
03/26/2021,12,SD,11933,457075,7666,7257,285676,4366,Report,11933,7666,5343,177965,3663
03/26/2021,12,LA,36508,1793002,29376,19743,1152860,18252,Report,36508,29376,18106,673816,12179
03/26/2021,12,NY,207916,8194278,169931,132572,5529678,115381,Report,207916,169931,84984,2744807,62003
03/26/2021,12,WA,80787,3251437,61142,50714,2091811,40261,Report,80787,61142,33346,1199067,22992
03/26/2021,12,WA,92356,3659718,68644,46893,2312234,40610,Admin,92356,68644,46443,1372853,29600
03/26/2021,12,MH,169,23589,285,74,14424,120,Admin,169,286,95,9087,165
03/26/2021,12,VT,9446,341098,6035,4779,221136,3470,Admin,9446,6035,4708,125686,2851
03/26/2021,12,NJ,89443,3958836,75391,55795,2633838,48063,Report,89443,75391,39594,1445318,31171
03/26/2021,12,VI,897,45087,684,344,28295,312,Admin,897,684,562,16784,377
03/26/2021,12,NC,103842,4343898,75817,61410,2868962,53001,Report,103842,75817,43951,1558659,25003
03/26/2021,12,CA,465174,16527440,377779,302881,11076128,251291,Report,465174,377779,183882,5665179,145780
03/26/2021,12,UT,399,1214131,20557,171,748209,13619,Report,399,20557,309,330542,6256
03/26/2021,12,RP,47,13381,224,47,8320,21,Admin,47,224,47,5202,223
03/26/2021,12,LTC,6871,7722563,6752,2869,4558329,2298,Admin,6871,6753,4172,3109398,4547
03/26/2021,12,RI,11761,558846,10520,4709,349346,4052,Admin,11761,10520,7264,221834,6920
03/26/2021,12,MO,41122,2317440,40510,21349,1499923,25229,Report,41122,40510,20476,810307,16049
03/26/2021,12,ID,16140,694887,13121,10433,425880,8448,Report,16140,13121,5804,267877,5243
03/26/2021,12,CT,43620,1927540,34003,24268,1241796,20982,Admin,43620,34004,20715,711647,13855
03/26/2021,12,AS,639,28503,600,163,17460,309,Report,639,600,477,11043,288
03/26/2021,12,IA,33241,1402543,25226,18965,888845,14249,Report,33241,25226,14416,544454,11429
03/26/2021,12,DE,10931,417566,7935,7404,278324,5831,Report,10931,7935,3518,142013,2118
03/26/2021,12,WI,78045,2654772,54803,54587,1706817,37708,Report,78045,54803,25100,973979,20406
03/26/2021,12,UT,399,1214131,20557,171,748209,13619,Report,399,20557,309,330542,6256
03/26/2021,12,OK,36691,1790349,29329,22536,1167834,18595,Report,36691,29329,15540,634602,11946
03/26/2021,12,NH,8444,574612,10529,3823,385249,5431,Report,8444,10529,5141,211634,5575
03/26/2021,12,ME,17865,695832,12348,11648,453049,7623,Admin,17865,12349,6467,260154,5222
